yearID,lgID,teamID,Rank,W,L,WSWin,R,H,2B,3B,HR,TB,BB,SO,SB,CS,SB%,HBP,SF,AVG,OBP,SLG,OPS,RA,ERA,CG,SHO,SV,HA,HRA,BBA,SOA,franchName
2018,AL,MIN,2,78,84,N,738,1379,317,22,166,2238,534,1328,47,27,0.635135135,37,38,0.249547593,0.317848411,0.404994571,0.722842982,775,4.5,2,7,37,1425,198,573,1377,Minnesota Twins
2018,AL,NYY,2,100,62,N,851,1374,269,23,267,2490,625,1421,63,21,0.75,62,59,0.249138713,0.329180642,0.45149592,0.780676562,669,3.78,2,11,49,1311,177,494,1634,New York Yankees
2018,NL,NYM,4,77,85,N,676,1282,265,34,170,2125,566,1404,71,39,0.645454545,73,42,0.234455011,0.312408522,0.388624726,0.701033247,707,4.07,3,15,41,1364,185,484,1446,New York Mets
2018,AL,OAK,2,97,65,N,813,1407,322,20,227,2450,550,1381,35,21,0.625,76,44,0.252195734,0.325332053,0.439146801,0.764478854,674,3.81,2,14,44,1303,184,474,1237,Oakland Athletics
2018,NL,PHI,3,80,82,N,677,1271,241,30,186,2130,582,1520,69,26,0.726315789,64,32,0.234328909,0.314159292,0.392699115,0.706858407,728,4.14,0,12,44,1366,171,500,1465,Philadelphia Phillies
2018,NL,PIT,4,82,79,N,692,1381,290,38,157,2218,474,1229,70,38,0.648148148,59,52,0.253534055,0.317307692,0.407196622,0.724504314,693,4,3,16,40,1380,174,497,1336,Pittsburgh Pirates
2018,NL,SDP,5,66,96,N,617,1289,250,30,162,2085,471,1523,95,36,0.72519084,31,36,0.234961721,0.297310757,0.38005833,0.677369087,767,4.4,0,5,36,1430,185,519,1399,San Diego Padres
2018,AL,SEA,3,89,73,N,677,1402,256,32,176,2250,430,1221,79,37,0.681034483,70,41,0.254307999,0.314172448,0.408126247,0.722298695,711,4.13,3,12,60,1396,195,400,1328,Seattle Mariners
2018,NL,SFG,4,73,89,N,603,1324,255,30,133,2038,448,1467,77,34,0.693693694,49,42,0.238946039,0.299506579,0.367803646,0.667310224,699,3.95,1,15,36,1387,156,524,1269,San Francisco Giants
2018,NL,STL,3,88,74,N,759,1369,248,9,205,2250,525,1380,63,32,0.663157895,80,48,0.248999636,0.320923427,0.409239724,0.730163151,691,3.85,1,8,43,1354,144,593,1337,St. Louis Cardinals
2018,AL,TBR,3,90,72,N,716,1415,274,43,150,2225,540,1388,128,51,0.715083799,101,50,0.258447489,0.333441453,0.406392694,0.739834147,646,3.74,0,14,52,1236,164,501,1421,Tampa Bay Rays
2018,AL,TEX,5,67,95,N,737,1308,266,24,194,2204,555,1484,74,35,0.678899083,88,34,0.239867963,0.318270799,0.404181185,0.722451984,848,4.92,1,5,42,1516,222,491,1121,Texas Rangers
2018,AL,TOR,4,73,89,N,709,1336,320,16,217,2339,499,1387,47,30,0.61038961,58,37,0.243929158,0.311810245,0.427058609,0.738868854,832,4.85,0,3,39,1476,208,551,1298,Toronto Blue Jays
2018,NL,WAS,2,82,80,N,771,1402,284,25,191,2309,631,1289,119,33,0.782894737,59,40,0.254123618,0.334880743,0.41852456,0.753405303,682,4.04,2,7,40,1320,198,487,1417,Washington Nationals
2019,NL,ARI,2,85,77,N,813,1419,288,40,220,2447,540,1360,88,14,0.862745098,70,40,0.251908397,0.322934904,0.434404403,0.757339306,743,4.25,0,11,45,1400,220,516,1427,Arizona Diamondbacks
2019,NL,ATL,1,97,65,N,855,1432,277,29,249,2514,619,1467,89,28,0.760683761,60,35,0.257553957,0.336467963,0.452158273,0.788626236,743,4.19,1,8,44,1421,203,548,1393,Atlanta Braves
2019,AL,BAL,5,54,108,N,729,1379,252,25,213,2320,462,1435,84,30,0.736842105,71,37,0.246426019,0.310087577,0.414581844,0.724669421,981,5.59,0,5,27,1544,305,561,1248,Baltimore Orioles
2019,AL,BOS,3,84,78,N,901,1554,345,27,245,2688,590,1382,68,30,0.693877551,49,44,0.26932409,0.339841934,0.465857886,0.80569982,828,4.7,1,8,33,1423,215,605,1633,Boston Red Sox
2019,AL,CHW,3,72,89,N,708,1443,260,20,182,2289,378,1549,63,28,0.692307692,66,32,0.26098752,0.314238135,0.413998915,0.72823705,832,4.9,6,7,33,1438,238,582,1312,Chicago White Sox
2019,NL,CHC,3,84,78,N,814,1378,270,26,256,2468,581,1460,45,24,0.652173913,83,39,0.252334737,0.331278391,0.451931881,0.783210271,717,4.1,1,10,38,1376,195,534,1444,Chicago Cubs
2019,NL,CIN,4,75,87,N,701,1328,235,27,227,2298,492,1436,80,38,0.677966102,89,33,0.243669725,0.314808707,0.421651376,0.736460083,711,4.18,0,10,46,1270,214,536,1552,Cincinnati Reds
2019,AL,CLE,2,93,69,N,769,1354,286,18,223,2345,563,1332,103,35,0.746376812,50,46,0.249585253,0.323307035,0.432258065,0.755565099,657,3.76,6,16,42,1308,207,450,1508,Cleveland Indians
2019,NL,COL,4,71,91,N,835,1502,323,41,224,2579,489,1503,71,31,0.696078431,43,43,0.265371025,0.326222935,0.45565371,0.781876645,958,5.56,1,5,28,1576,270,589,1264,Colorado Rockies
2019,AL,DET,5,47,114,N,582,1333,292,41,149,2154,391,1595,57,20,0.74025974,48,42,0.240223464,0.293864013,0.38817805,0.682042063,915,5.24,0,3,31,1555,250,536,1368,Detroit Tigers
2019,AL,HOU,1,107,55,N,920,1538,323,28,288,2781,645,1166,67,27,0.712765957,66,57,0.27400677,0.352452594,0.495456975,0.847909569,640,3.66,2,14,47,1205,230,448,1671,Houston Astros
2019,AL,KCR,4,59,103,N,691,1356,281,40,162,2203,456,1405,117,39,0.75,59,42,0.246724891,0.309102924,0.400836972,0.709939897,869,5.2,1,7,37,1525,221,582,1230,Kansas City Royals
2019,AL,LAA,4,72,90,N,769,1368,268,21,220,2338,586,1276,65,20,0.764705882,67,42,0.246842295,0.324033991,0.421869361,0.745903352,868,5.12,0,2,32,1417,267,576,1404,Los Angeles Angels
2019,NL,LAD,1,106,56,N,886,1414,302,20,279,2593,607,1356,57,10,0.850746269,81,45,0.257418533,0.337616447,0.472055343,0.80967179,613,3.37,3,18,44,1201,185,392,1519,Los Angeles Dodgers
2019,NL,MIA,5,57,105,N,615,1326,265,18,146,2065,395,1469,55,30,0.647058824,73,33,0.240566038,0.298353567,0.374637155,0.672990723,808,4.74,2,8,27,1340,236,615,1378,Miami Marlins
2019,NL,MIL,2,89,73,N,769,1366,279,17,250,2429,629,1563,101,25,0.801587302,72,38,0.246481415,0.329087725,0.438289426,0.767377151,766,4.4,0,7,50,1364,225,570,1497,Milwaukee Brewers
2019,AL,MIN,1,101,61,N,939,1547,318,23,307,2832,525,1334,28,21,0.571428571,81,41,0.269888346,0.337513717,0.494068388,0.831582105,754,4.18,1,10,50,1456,198,452,1463,Minnesota Twins
2019,AL,NYY,1,103,59,N,943,1493,290,17,306,2735,569,1437,55,22,0.714285714,49,33,0.26741895,0.338626885,0.489879993,0.828506878,739,4.31,1,9,50,1374,248,507,1534,New York Yankees
2019,NL,NYM,3,86,76,N,791,1445,280,17,242,2485,516,1384,56,27,0.674698795,95,27,0.256934566,0.328329607,0.44185633,0.770185937,737,4.24,3,12,38,1405,204,500,1520,New York Mets
2019,AL,OAK,2,97,65,N,845,1384,292,23,257,2493,578,1338,49,21,0.7,87,36,0.248876101,0.327211753,0.448300665,0.775512419,680,3.97,1,12,45,1342,201,477,1299,Oakland Athletics
2019,NL,PHI,4,81,81,N,774,1369,311,26,215,2377,562,1453,78,18,0.8125,57,34,0.245736852,0.31940874,0.426673847,0.746082587,794,4.53,3,7,36,1452,258,546,1392,Philadelphia Phillies
2019,NL,PIT,5,69,93,N,758,1497,315,38,163,2377,425,1213,64,29,0.688172043,63,34,0.264627895,0.321249393,0.420187378,0.741436772,911,5.18,1,6,31,1511,241,584,1443,Pittsburgh Pirates
2019,NL,SDP,5,70,92,N,682,1281,224,24,219,2210,504,1581,70,37,0.654205607,55,31,0.237618253,0.307640863,0.409942497,0.717583359,789,4.6,0,6,47,1394,215,463,1475,San Diego Padres
2019,AL,SEA,5,68,94,N,758,1305,254,28,239,2332,588,1581,115,47,0.709876543,58,37,0.237272727,0.315542617,0.424,0.739542617,893,4.99,3,4,34,1484,260,505,1239,Seattle Mariners
2019,NL,SFG,3,77,85,N,678,1332,300,26,167,2185,475,1435,47,28,0.626666667,50,42,0.238752465,0.302147738,0.391647249,0.693794987,773,4.38,1,8,41,1395,227,519,1368,San Francisco Giants
2019,NL,STL,1,91,71,N,764,1336,246,24,210,2260,561,1420,116,29,0.8,76,39,0.245182602,0.322122449,0.414755001,0.73687745,662,3.8,1,14,52,1284,191,545,1399,St. Louis Cardinals
2019,AL,TBR,2,96,66,N,769,1427,291,29,217,2427,542,1493,94,37,0.717557252,73,34,0.25355366,0.325314641,0.431236674,0.756551315,656,3.65,0,12,46,1274,181,453,1621,Tampa Bay Rays
2019,AL,TEX,3,78,84,N,810,1374,296,24,223,2387,534,1578,131,38,0.775147929,67,44,0.24801444,0.319320938,0.430866426,0.750187364,878,5.06,4,9,33,1515,241,583,1379,Texas Rangers
2019,AL,TOR,4,67,95,N,726,1299,270,21,247,2352,509,1514,51,20,0.718309859,45,28,0.236482796,0.305020576,0.428181322,0.733201898,828,4.79,1,7,33,1450,228,604,1332,Toronto Blue Jays
2019,NL,WAS,2,93,69,Y,873,1460,298,27,231,2505,584,1308,116,29,0.8,81,42,0.264876633,0.341694806,0.45446299,0.796157796,724,4.27,1,13,40,1340,202,517,1511,Washington Nationals
